Time (CET),Day-ahead Total Load Forecast [MW] - Netherlands (NL),Actual Total Load [MW] - Netherlands (NL)
25.04.2018 01:00 - 25.04.2018 01:15,11598,10579
25.04.2018 01:15 - 25.04.2018 01:30,11491,10463
25.04.2018 01:30 - 25.04.2018 01:45,11318,10359
25.04.2018 01:45 - 25.04.2018 02:00,11153,10270
25.04.2018 02:00 - 25.04.2018 02:15,11038,10143
25.04.2018 02:15 - 25.04.2018 02:30,11024,10104
25.04.2018 02:30 - 25.04.2018 02:45,10962,10086
25.04.2018 02:45 - 25.04.2018 03:00,10929,10049
25.04.2018 03:00 - 25.04.2018 03:15,10939,10053
25.04.2018 03:15 - 25.04.2018 03:30,10943,10023
25.04.2018 03:30 - 25.04.2018 03:45,10936,9998
25.04.2018 03:45 - 25.04.2018 04:00,10915,9974
25.04.2018 04:00 - 25.04.2018 04:15,10914,10006
25.04.2018 04:15 - 25.04.2018 04:30,10955,10056
25.04.2018 04:30 - 25.04.2018 04:45,10991,10092
25.04.2018 04:45 - 25.04.2018 05:00,11031,10160
25.04.2018 05:00 - 25.04.2018 05:15,11120,10253
25.04.2018 05:15 - 25.04.2018 05:30,11295,10422
25.04.2018 05:30 - 25.04.2018 05:45,11518,10649
25.04.2018 05:45 - 25.04.2018 06:00,11752,10879
25.04.2018 06:00 - 25.04.2018 06:15,12094,11297
25.04.2018 06:15 - 25.04.2018 06:30,12560,11559
25.04.2018 06:30 - 25.04.2018 06:45,13011,11870
25.04.2018 06:45 - 25.04.2018 07:00,13383,12228
25.04.2018 07:00 - 25.04.2018 07:15,13754,12755
25.04.2018 07:15 - 25.04.2018 07:30,14226,13260
25.04.2018 07:30 - 25.04.2018 07:45,14642,13683
25.04.2018 07:45 - 25.04.2018 08:00,15034,14022
25.04.2018 08:00 - 25.04.2018 08:15,15334,14273
25.04.2018 08:15 - 25.04.2018 08:30,15517,14486
25.04.2018 08:30 - 25.04.2018 08:45,15602,14696
25.04.2018 08:45 - 25.04.2018 09:00,15703,14900
25.04.2018 09:00 - 25.04.2018 09:15,15735,14971
25.04.2018 09:15 - 25.04.2018 09:30,15722,15073
25.04.2018 09:30 - 25.04.2018 09:45,15620,14970
25.04.2018 09:45 - 25.04.2018 10:00,15497,15029
25.04.2018 10:00 - 25.04.2018 10:15,15414,14970
25.04.2018 10:15 - 25.04.2018 10:30,15332,14846
25.04.2018 10:30 - 25.04.2018 10:45,15232,14787
25.04.2018 10:45 - 25.04.2018 11:00,15111,14704
25.04.2018 11:00 - 25.04.2018 11:15,15044,14663
25.04.2018 11:15 - 25.04.2018 11:30,15036,14599
25.04.2018 11:30 - 25.04.2018 11:45,14975,14500
25.04.2018 11:45 - 25.04.2018 12:00,14995,14484
25.04.2018 12:00 - 25.04.2018 12:15,15013,14401
25.04.2018 12:15 - 25.04.2018 12:30,14947,14326
25.04.2018 12:30 - 25.04.2018 12:45,14825,14243
25.04.2018 12:45 - 25.04.2018 13:00,14761,14215
25.04.2018 13:00 - 25.04.2018 13:15,14799,14269
25.04.2018 13:15 - 25.04.2018 13:30,14791,14255
25.04.2018 13:30 - 25.04.2018 13:45,14685,14215
25.04.2018 13:45 - 25.04.2018 14:00,14855,14187
25.04.2018 14:00 - 25.04.2018 14:15,14836,14111
25.04.2018 14:15 - 25.04.2018 14:30,14783,14101
25.04.2018 14:30 - 25.04.2018 14:45,14819,14047
25.04.2018 14:45 - 25.04.2018 15:00,14788,14028
25.04.2018 15:00 - 25.04.2018 15:15,14760,13920
25.04.2018 15:15 - 25.04.2018 15:30,14734,13843
25.04.2018 15:30 - 25.04.2018 15:45,14772,13805
25.04.2018 15:45 - 25.04.2018 16:00,14825,13801
25.04.2018 16:00 - 25.04.2018 16:15,14800,13843
25.04.2018 16:15 - 25.04.2018 16:30,14829,13851
25.04.2018 16:30 - 25.04.2018 16:45,14866,13827
25.04.2018 16:45 - 25.04.2018 17:00,14974,13975
25.04.2018 17:00 - 25.04.2018 17:15,15177,14014
25.04.2018 17:15 - 25.04.2018 17:30,15415,14066
25.04.2018 17:30 - 25.04.2018 17:45,15520,14158
25.04.2018 17:45 - 25.04.2018 18:00,15479,14147
25.04.2018 18:00 - 25.04.2018 18:15,15325,13914
25.04.2018 18:15 - 25.04.2018 18:30,15056,13759
25.04.2018 18:30 - 25.04.2018 18:45,14952,13727
25.04.2018 18:45 - 25.04.2018 19:00,14950,13795
25.04.2018 19:00 - 25.04.2018 19:15,14932,13712
25.04.2018 19:15 - 25.04.2018 19:30,14929,13717
25.04.2018 19:30 - 25.04.2018 19:45,14891,13667
25.04.2018 19:45 - 25.04.2018 20:00,14927,13740
25.04.2018 20:00 - 25.04.2018 20:15,14910,13680
25.04.2018 20:15 - 25.04.2018 20:30,14989,13646
25.04.2018 20:30 - 25.04.2018 20:45,15052,13708
25.04.2018 20:45 - 25.04.2018 21:00,15129,13723
25.04.2018 21:00 - 25.04.2018 21:15,15186,13878
25.04.2018 21:15 - 25.04.2018 21:30,15114,13968
25.04.2018 21:30 - 25.04.2018 21:45,14869,13820
25.04.2018 21:45 - 25.04.2018 22:00,14587,13644
25.04.2018 22:00 - 25.04.2018 22:15,14355,13373
25.04.2018 22:15 - 25.04.2018 22:30,14137,13154
25.04.2018 22:30 - 25.04.2018 22:45,13902,12909
25.04.2018 22:45 - 25.04.2018 23:00,13548,12615
25.04.2018 23:00 - 25.04.2018 23:15,13319,12430
25.04.2018 23:15 - 25.04.2018 23:30,13153,12207
25.04.2018 23:30 - 25.04.2018 23:45,12900,11873
25.04.2018 23:45 - 26.04.2018 00:00,12485,11616
26.04.2018 00:00 - 26.04.2018 00:15,12177,11441
26.04.2018 00:15 - 26.04.2018 00:30,11905,11212
26.04.2018 00:30 - 26.04.2018 00:45,11714,11010
26.04.2018 00:45 - 26.04.2018 01:00,11529,10826
26.04.2018 01:00 - 26.04.2018 01:15,11297,10659
26.04.2018 01:15 - 26.04.2018 01:30,11098,10547
26.04.2018 01:30 - 26.04.2018 01:45,10973,10419
26.04.2018 01:45 - 26.04.2018 02:00,10864,10334
26.04.2018 02:00 - 26.04.2018 02:15,10765,10254
26.04.2018 02:15 - 26.04.2018 02:30,10710,10227
26.04.2018 02:30 - 26.04.2018 02:45,10709,10241
26.04.2018 02:45 - 26.04.2018 03:00,10678,10187
26.04.2018 03:00 - 26.04.2018 03:15,10627,10153
26.04.2018 03:15 - 26.04.2018 03:30,10644,10167
26.04.2018 03:30 - 26.04.2018 03:45,10645,10096
26.04.2018 03:45 - 26.04.2018 04:00,10590,10090
26.04.2018 04:00 - 26.04.2018 04:15,10611,10074
26.04.2018 04:15 - 26.04.2018 04:30,10678,10134
26.04.2018 04:30 - 26.04.2018 04:45,10714,10190
26.04.2018 04:45 - 26.04.2018 05:00,10787,10244
26.04.2018 05:00 - 26.04.2018 05:15,10909,10428
26.04.2018 05:15 - 26.04.2018 05:30,11065,10575
26.04.2018 05:30 - 26.04.2018 05:45,11292,10794
26.04.2018 05:45 - 26.04.2018 06:00,11578,11073
26.04.2018 06:00 - 26.04.2018 06:15,11968,11483
26.04.2018 06:15 - 26.04.2018 06:30,12372,11719
26.04.2018 06:30 - 26.04.2018 06:45,12740,12029
26.04.2018 06:45 - 26.04.2018 07:00,13109,12365
26.04.2018 07:00 - 26.04.2018 07:15,13578,12903
26.04.2018 07:15 - 26.04.2018 07:30,14110,13299
26.04.2018 07:30 - 26.04.2018 07:45,14603,13632
26.04.2018 07:45 - 26.04.2018 08:00,14967,13874
26.04.2018 08:00 - 26.04.2018 08:15,15218,14139
26.04.2018 08:15 - 26.04.2018 08:30,15352,14276
26.04.2018 08:30 - 26.04.2018 08:45,15483,14488
26.04.2018 08:45 - 26.04.2018 09:00,15239,14566
26.04.2018 09:00 - 26.04.2018 09:15,16853,14602
26.04.2018 09:15 - 26.04.2018 09:30,15791,14633
26.04.2018 09:30 - 26.04.2018 09:45,15839,14528
26.04.2018 09:45 - 26.04.2018 10:00,15838,14521
26.04.2018 10:00 - 26.04.2018 10:15,15841,14447
26.04.2018 10:15 - 26.04.2018 10:30,15791,14402
26.04.2018 10:30 - 26.04.2018 10:45,15725,14308
26.04.2018 10:45 - 26.04.2018 11:00,15703,14277
26.04.2018 11:00 - 26.04.2018 11:15,15672,14232
26.04.2018 11:15 - 26.04.2018 11:30,15619,14193
26.04.2018 11:30 - 26.04.2018 11:45,15527,14194
26.04.2018 11:45 - 26.04.2018 12:00,15456,14158
26.04.2018 12:00 - 26.04.2018 12:15,15372,14096
26.04.2018 12:15 - 26.04.2018 12:30,15264,14041
26.04.2018 12:30 - 26.04.2018 12:45,15099,13872
26.04.2018 12:45 - 26.04.2018 13:00,14771,13842
26.04.2018 13:00 - 26.04.2018 13:15,14887,13850
26.04.2018 13:15 - 26.04.2018 13:30,15016,13833
26.04.2018 13:30 - 26.04.2018 13:45,15048,13758
26.04.2018 13:45 - 26.04.2018 14:00,15034,13648
26.04.2018 14:00 - 26.04.2018 14:15,15010,13628
26.04.2018 14:15 - 26.04.2018 14:30,14983,13596
26.04.2018 14:30 - 26.04.2018 14:45,14932,13568
26.04.2018 14:45 - 26.04.2018 15:00,14847,13587
26.04.2018 15:00 - 26.04.2018 15:15,14452,13474
26.04.2018 15:15 - 26.04.2018 15:30,14766,13408
26.04.2018 15:30 - 26.04.2018 15:45,14799,13450
26.04.2018 15:45 - 26.04.2018 16:00,14808,13516
26.04.2018 16:00 - 26.04.2018 16:15,14836,13444
26.04.2018 16:15 - 26.04.2018 16:30,14879,13499
26.04.2018 16:30 - 26.04.2018 16:45,14957,13575
26.04.2018 16:45 - 26.04.2018 17:00,15016,13674
26.04.2018 17:00 - 26.04.2018 17:15,15129,13794
26.04.2018 17:15 - 26.04.2018 17:30,15214,13919
26.04.2018 17:30 - 26.04.2018 17:45,15299,14005
26.04.2018 17:45 - 26.04.2018 18:00,15393,14027
26.04.2018 18:00 - 26.04.2018 18:15,15344,13863
26.04.2018 18:15 - 26.04.2018 18:30,15242,13782
26.04.2018 18:30 - 26.04.2018 18:45,15242,13743
26.04.2018 18:45 - 26.04.2018 19:00,15255,13770
26.04.2018 19:00 - 26.04.2018 19:15,15228,13711
26.04.2018 19:15 - 26.04.2018 19:30,15169,13706
26.04.2018 19:30 - 26.04.2018 19:45,15139,13664
26.04.2018 19:45 - 26.04.2018 20:00,15206,13658
26.04.2018 20:00 - 26.04.2018 20:15,15215,13550
26.04.2018 20:15 - 26.04.2018 20:30,15286,13460
26.04.2018 20:30 - 26.04.2018 20:45,15510,13395
26.04.2018 20:45 - 26.04.2018 21:00,15611,13442
26.04.2018 21:00 - 26.04.2018 21:15,15667,13484
26.04.2018 21:15 - 26.04.2018 21:30,15560,13632
26.04.2018 21:30 - 26.04.2018 21:45,15400,13512
26.04.2018 21:45 - 26.04.2018 22:00,15164,13320
26.04.2018 22:00 - 26.04.2018 22:15,14877,13016
26.04.2018 22:15 - 26.04.2018 22:30,14601,12777
26.04.2018 22:30 - 26.04.2018 22:45,14316,12568
26.04.2018 22:45 - 26.04.2018 23:00,14006,12331
26.04.2018 23:00 - 26.04.2018 23:15,13780,12193
26.04.2018 23:15 - 26.04.2018 23:30,13617,12034
26.04.2018 23:30 - 26.04.2018 23:45,13395,11824
26.04.2018 23:45 - 27.04.2018 00:00,13122,11557
27.04.2018 00:00 - 27.04.2018 00:15,12814,11292
27.04.2018 00:15 - 27.04.2018 00:30,12646,11125
27.04.2018 00:30 - 27.04.2018 00:45,12425,10904
27.04.2018 00:45 - 27.04.2018 01:00,12171,10700
27.04.2018 01:00 - 27.04.2018 01:15,11973,10562
27.04.2018 01:15 - 27.04.2018 01:30,11802,10365
27.04.2018 01:30 - 27.04.2018 01:45,11648,10276
27.04.2018 01:45 - 27.04.2018 02:00,11522,10193
27.04.2018 02:00 - 27.04.2018 02:15,11455,10093
27.04.2018 02:15 - 27.04.2018 02:30,11418,10045
27.04.2018 02:30 - 27.04.2018 02:45,11373,9998
27.04.2018 02:45 - 27.04.2018 03:00,11356,9916
27.04.2018 03:00 - 27.04.2018 03:15,11299,9869
27.04.2018 03:15 - 27.04.2018 03:30,11290,9834
27.04.2018 03:30 - 27.04.2018 03:45,11272,9797
27.04.2018 03:45 - 27.04.2018 04:00,11230,9808
27.04.2018 04:00 - 27.04.2018 04:15,11202,9807
27.04.2018 04:15 - 27.04.2018 04:30,11178,9782
27.04.2018 04:30 - 27.04.2018 04:45,11194,9823
27.04.2018 04:45 - 27.04.2018 05:00,11241,9783
27.04.2018 05:00 - 27.04.2018 05:15,11393,9835
27.04.2018 05:15 - 27.04.2018 05:30,11563,9853
27.04.2018 05:30 - 27.04.2018 05:45,11735,9962
27.04.2018 05:45 - 27.04.2018 06:00,12037,9967
27.04.2018 06:00 - 27.04.2018 06:15,12413,10113
27.04.2018 06:15 - 27.04.2018 06:30,12826,10105
27.04.2018 06:30 - 27.04.2018 06:45,13184,10185
27.04.2018 06:45 - 27.04.2018 07:00,13491,10232
27.04.2018 07:00 - 27.04.2018 07:15,13940,10422
27.04.2018 07:15 - 27.04.2018 07:30,14394,10549
27.04.2018 07:30 - 27.04.2018 07:45,14877,10710
27.04.2018 07:45 - 27.04.2018 08:00,15254,10799
27.04.2018 08:00 - 27.04.2018 08:15,15454,11011
27.04.2018 08:15 - 27.04.2018 08:30,15492,11111
27.04.2018 08:30 - 27.04.2018 08:45,15561,11220
27.04.2018 08:45 - 27.04.2018 09:00,15637,11259
27.04.2018 09:00 - 27.04.2018 09:15,15665,11343
27.04.2018 09:15 - 27.04.2018 09:30,15582,11372
27.04.2018 09:30 - 27.04.2018 09:45,15512,11380
27.04.2018 09:45 - 27.04.2018 10:00,15404,11434
27.04.2018 10:00 - 27.04.2018 10:15,15254,11392
27.04.2018 10:15 - 27.04.2018 10:30,15150,11406
27.04.2018 10:30 - 27.04.2018 10:45,14868,11405
27.04.2018 10:45 - 27.04.2018 11:00,14614,11470
27.04.2018 11:00 - 27.04.2018 11:15,14839,11448
27.04.2018 11:15 - 27.04.2018 11:30,14766,11424
27.04.2018 11:30 - 27.04.2018 11:45,14688,11436
27.04.2018 11:45 - 27.04.2018 12:00,14632,11504
27.04.2018 12:00 - 27.04.2018 12:15,14554,11386
27.04.2018 12:15 - 27.04.2018 12:30,14420,11320
27.04.2018 12:30 - 27.04.2018 12:45,14251,11153
27.04.2018 12:45 - 27.04.2018 13:00,14141,11026
27.04.2018 13:00 - 27.04.2018 13:15,14053,10884
27.04.2018 13:15 - 27.04.2018 13:30,14205,10819
27.04.2018 13:30 - 27.04.2018 13:45,14288,10754
27.04.2018 13:45 - 27.04.2018 14:00,14297,10791
27.04.2018 14:00 - 27.04.2018 14:15,14242,10831
27.04.2018 14:15 - 27.04.2018 14:30,14187,10904
27.04.2018 14:30 - 27.04.2018 14:45,14154,10915
27.04.2018 14:45 - 27.04.2018 15:00,14130,10931
27.04.2018 15:00 - 27.04.2018 15:15,14127,10934
27.04.2018 15:15 - 27.04.2018 15:30,14144,10878
27.04.2018 15:30 - 27.04.2018 15:45,14197,10850
27.04.2018 15:45 - 27.04.2018 16:00,14274,10925
27.04.2018 16:00 - 27.04.2018 16:15,14328,10944
27.04.2018 16:15 - 27.04.2018 16:30,14407,11021
27.04.2018 16:30 - 27.04.2018 16:45,14475,11176
27.04.2018 16:45 - 27.04.2018 17:00,14619,11316
27.04.2018 17:00 - 27.04.2018 17:15,14763,11439
27.04.2018 17:15 - 27.04.2018 17:30,14938,11508
27.04.2018 17:30 - 27.04.2018 17:45,15089,11653
27.04.2018 17:45 - 27.04.2018 18:00,15191,11776
27.04.2018 18:00 - 27.04.2018 18:15,15136,11779
27.04.2018 18:15 - 27.04.2018 18:30,14999,11828
27.04.2018 18:30 - 27.04.2018 18:45,14942,11836
27.04.2018 18:45 - 27.04.2018 19:00,14928,11868
27.04.2018 19:00 - 27.04.2018 19:15,14894,11875
27.04.2018 19:15 - 27.04.2018 19:30,14869,11825
27.04.2018 19:30 - 27.04.2018 19:45,14875,11876
27.04.2018 19:45 - 27.04.2018 20:00,14878,11956
27.04.2018 20:00 - 27.04.2018 20:15,14871,11882
27.04.2018 20:15 - 27.04.2018 20:30,14949,11885
27.04.2018 20:30 - 27.04.2018 20:45,15052,11871
27.04.2018 20:45 - 27.04.2018 21:00,15100,11950
27.04.2018 21:00 - 27.04.2018 21:15,15130,12039
27.04.2018 21:15 - 27.04.2018 21:30,15110,12234
27.04.2018 21:30 - 27.04.2018 21:45,14952,12127
27.04.2018 21:45 - 27.04.2018 22:00,14736,12035
27.04.2018 22:00 - 27.04.2018 22:15,14478,11860
27.04.2018 22:15 - 27.04.2018 22:30,14258,11775
27.04.2018 22:30 - 27.04.2018 22:45,13994,11631
27.04.2018 22:45 - 27.04.2018 23:00,13745,11439
27.04.2018 23:00 - 27.04.2018 23:15,13561,11327
27.04.2018 23:15 - 27.04.2018 23:30,13466,11134
27.04.2018 23:30 - 27.04.2018 23:45,13230,10964
27.04.2018 23:45 - 28.04.2018 00:00,12941,10747
28.04.2018 00:00 - 28.04.2018 00:15,12637,10609
28.04.2018 00:15 - 28.04.2018 00:30,12449,10487
28.04.2018 00:30 - 28.04.2018 00:45,12186,10284
28.04.2018 00:45 - 28.04.2018 01:00,11986,10159
28.04.2018 01:00 - 28.04.2018 01:15,11817,10007
28.04.2018 01:15 - 28.04.2018 01:30,11689,9918
28.04.2018 01:30 - 28.04.2018 01:45,11576,9765
28.04.2018 01:45 - 28.04.2018 02:00,11428,9689
28.04.2018 02:00 - 28.04.2018 02:15,11305,9614
28.04.2018 02:15 - 28.04.2018 02:30,11241,9577
28.04.2018 02:30 - 28.04.2018 02:45,11151,9522
28.04.2018 02:45 - 28.04.2018 03:00,11100,9496
28.04.2018 03:00 - 28.04.2018 03:15,11027,9478
28.04.2018 03:15 - 28.04.2018 03:30,10965,9454
28.04.2018 03:30 - 28.04.2018 03:45,10950,9417
28.04.2018 03:45 - 28.04.2018 04:00,10906,9446
28.04.2018 04:00 - 28.04.2018 04:15,10875,9455
28.04.2018 04:15 - 28.04.2018 04:30,10887,9478
28.04.2018 04:30 - 28.04.2018 04:45,10923,9500
28.04.2018 04:45 - 28.04.2018 05:00,10931,9495
28.04.2018 05:00 - 28.04.2018 05:15,10912,9531
28.04.2018 05:15 - 28.04.2018 05:30,10975,9584
28.04.2018 05:30 - 28.04.2018 05:45,11044,9644
28.04.2018 05:45 - 28.04.2018 06:00,11094,9700
28.04.2018 06:00 - 28.04.2018 06:15,11133,9788
28.04.2018 06:15 - 28.04.2018 06:30,11240,9818
28.04.2018 06:30 - 28.04.2018 06:45,11334,9930
28.04.2018 06:45 - 28.04.2018 07:00,11456,10025
28.04.2018 07:00 - 28.04.2018 07:15,11574,10249
28.04.2018 07:15 - 28.04.2018 07:30,11742,10451
28.04.2018 07:30 - 28.04.2018 07:45,11907,10580
28.04.2018 07:45 - 28.04.2018 08:00,12075,10798
28.04.2018 08:00 - 28.04.2018 08:15,12152,11024
28.04.2018 08:15 - 28.04.2018 08:30,12205,11205
28.04.2018 08:30 - 28.04.2018 08:45,12326,11417
28.04.2018 08:45 - 28.04.2018 09:00,12423,11706
28.04.2018 09:00 - 28.04.2018 09:15,12485,11951
28.04.2018 09:15 - 28.04.2018 09:30,12457,12056
28.04.2018 09:30 - 28.04.2018 09:45,12455,12120
28.04.2018 09:45 - 28.04.2018 10:00,12425,12222
28.04.2018 10:00 - 28.04.2018 10:15,12350,12209
28.04.2018 10:15 - 28.04.2018 10:30,12311,12272
28.04.2018 10:30 - 28.04.2018 10:45,12218,12308
28.04.2018 10:45 - 28.04.2018 11:00,12137,12328
28.04.2018 11:00 - 28.04.2018 11:15,12096,12335
28.04.2018 11:15 - 28.04.2018 11:30,12031,12342
28.04.2018 11:30 - 28.04.2018 11:45,11948,12340
28.04.2018 11:45 - 28.04.2018 12:00,11847,12380
28.04.2018 12:00 - 28.04.2018 12:15,11891,12376
28.04.2018 12:15 - 28.04.2018 12:30,14325,12386
28.04.2018 12:30 - 28.04.2018 12:45,18776,12350
28.04.2018 12:45 - 28.04.2018 13:00,18639,12353
28.04.2018 13:00 - 28.04.2018 13:15,18555,12342
28.04.2018 13:15 - 28.04.2018 13:30,17143,12280
28.04.2018 13:30 - 28.04.2018 13:45,13286,12227
28.04.2018 13:45 - 28.04.2018 14:00,10980,12198
28.04.2018 14:00 - 28.04.2018 14:15,10942,12120
28.04.2018 14:15 - 28.04.2018 14:30,10910,12145
28.04.2018 14:30 - 28.04.2018 14:45,10858,12066
28.04.2018 14:45 - 28.04.2018 15:00,10801,12060
28.04.2018 15:00 - 28.04.2018 15:15,10779,11979
28.04.2018 15:15 - 28.04.2018 15:30,10797,11928
28.04.2018 15:30 - 28.04.2018 15:45,10813,11924
28.04.2018 15:45 - 28.04.2018 16:00,10859,11911
28.04.2018 16:00 - 28.04.2018 16:15,10956,11889
28.04.2018 16:15 - 28.04.2018 16:30,11064,11928
28.04.2018 16:30 - 28.04.2018 16:45,11264,11940
28.04.2018 16:45 - 28.04.2018 17:00,11473,12071
28.04.2018 17:00 - 28.04.2018 17:15,11709,12128
28.04.2018 17:15 - 28.04.2018 17:30,11966,12274
28.04.2018 17:30 - 28.04.2018 17:45,12293,12405
28.04.2018 17:45 - 28.04.2018 18:00,12555,12570
28.04.2018 18:00 - 28.04.2018 18:15,12771,12549
28.04.2018 18:15 - 28.04.2018 18:30,12922,12454
28.04.2018 18:30 - 28.04.2018 18:45,13025,12444
28.04.2018 18:45 - 28.04.2018 19:00,13083,12410
28.04.2018 19:00 - 28.04.2018 19:15,13152,12405
28.04.2018 19:15 - 28.04.2018 19:30,13209,12390
28.04.2018 19:30 - 28.04.2018 19:45,13263,12308
28.04.2018 19:45 - 28.04.2018 20:00,13290,12350
28.04.2018 20:00 - 28.04.2018 20:15,13313,12278
28.04.2018 20:15 - 28.04.2018 20:30,13372,12200
28.04.2018 20:30 - 28.04.2018 20:45,13485,12117
28.04.2018 20:45 - 28.04.2018 21:00,13588,12111
28.04.2018 21:00 - 28.04.2018 21:15,13603,12199
28.04.2018 21:15 - 28.04.2018 21:30,13634,12393
28.04.2018 21:30 - 28.04.2018 21:45,13590,12350
28.04.2018 21:45 - 28.04.2018 22:00,13442,12255
28.04.2018 22:00 - 28.04.2018 22:15,13335,12055
28.04.2018 22:15 - 28.04.2018 22:30,13329,12002
28.04.2018 22:30 - 28.04.2018 22:45,13228,11810
28.04.2018 22:45 - 28.04.2018 23:00,13071,11614
28.04.2018 23:00 - 28.04.2018 23:15,12937,11436
28.04.2018 23:15 - 28.04.2018 23:30,12803,11264
28.04.2018 23:30 - 28.04.2018 23:45,12599,11062
28.04.2018 23:45 - 29.04.2018 00:00,12402,10881
29.04.2018 00:00 - 29.04.2018 00:15,12193,10602
29.04.2018 00:15 - 29.04.2018 00:30,12053,10432
29.04.2018 00:30 - 29.04.2018 00:45,11878,10266
29.04.2018 00:45 - 29.04.2018 01:00,11646,10004
29.04.2018 01:00 - 29.04.2018 01:15,11463,9895
29.04.2018 01:15 - 29.04.2018 01:30,11276,9848
29.04.2018 01:30 - 29.04.2018 01:45,11134,9719
29.04.2018 01:45 - 29.04.2018 02:00,10983,9595
29.04.2018 02:00 - 29.04.2018 02:15,10872,9540
29.04.2018 02:15 - 29.04.2018 02:30,10825,9462
29.04.2018 02:30 - 29.04.2018 02:45,10796,9414
29.04.2018 02:45 - 29.04.2018 03:00,10722,9391
29.04.2018 03:00 - 29.04.2018 03:15,10659,9376
29.04.2018 03:15 - 29.04.2018 03:30,10626,9308
29.04.2018 03:30 - 29.04.2018 03:45,10614,9313
29.04.2018 03:45 - 29.04.2018 04:00,10567,9248
29.04.2018 04:00 - 29.04.2018 04:15,10507,9262
29.04.2018 04:15 - 29.04.2018 04:30,10485,9240
29.04.2018 04:30 - 29.04.2018 04:45,10497,9246
29.04.2018 04:45 - 29.04.2018 05:00,10472,9237
29.04.2018 05:00 - 29.04.2018 05:15,10466,9270
29.04.2018 05:15 - 29.04.2018 05:30,10478,9302
29.04.2018 05:30 - 29.04.2018 05:45,10529,9317
29.04.2018 05:45 - 29.04.2018 06:00,10580,9258
29.04.2018 06:00 - 29.04.2018 06:15,10593,9184
29.04.2018 06:15 - 29.04.2018 06:30,10601,9192
29.04.2018 06:30 - 29.04.2018 06:45,10599,9216
29.04.2018 06:45 - 29.04.2018 07:00,10610,9268
29.04.2018 07:00 - 29.04.2018 07:15,10630,9393
29.04.2018 07:15 - 29.04.2018 07:30,10744,9471
29.04.2018 07:30 - 29.04.2018 07:45,10851,9550
29.04.2018 07:45 - 29.04.2018 08:00,10996,9656
29.04.2018 08:00 - 29.04.2018 08:15,11106,9857
29.04.2018 08:15 - 29.04.2018 08:30,11127,10019
29.04.2018 08:30 - 29.04.2018 08:45,11238,10205
29.04.2018 08:45 - 29.04.2018 09:00,11339,10419
29.04.2018 09:00 - 29.04.2018 09:15,11402,10537
29.04.2018 09:15 - 29.04.2018 09:30,11419,10713
29.04.2018 09:30 - 29.04.2018 09:45,11420,10911
29.04.2018 09:45 - 29.04.2018 10:00,11406,11109
29.04.2018 10:00 - 29.04.2018 10:15,11344,11225
29.04.2018 10:15 - 29.04.2018 10:30,11285,11395
29.04.2018 10:30 - 29.04.2018 10:45,11191,11561
29.04.2018 10:45 - 29.04.2018 11:00,11097,11692
29.04.2018 11:00 - 29.04.2018 11:15,11009,11831
29.04.2018 11:15 - 29.04.2018 11:30,11100,11938
29.04.2018 11:30 - 29.04.2018 11:45,11118,12022
29.04.2018 11:45 - 29.04.2018 12:00,11140,12084
29.04.2018 12:00 - 29.04.2018 12:15,11153,12111
29.04.2018 12:15 - 29.04.2018 12:30,11150,12195
29.04.2018 12:30 - 29.04.2018 12:45,11072,12157
29.04.2018 12:45 - 29.04.2018 13:00,10995,12147
29.04.2018 13:00 - 29.04.2018 13:15,10966,12136
29.04.2018 13:15 - 29.04.2018 13:30,10983,12123
29.04.2018 13:30 - 29.04.2018 13:45,11004,12022
29.04.2018 13:45 - 29.04.2018 14:00,10920,11923
29.04.2018 14:00 - 29.04.2018 14:15,10861,11906
29.04.2018 14:15 - 29.04.2018 14:30,10867,11798
29.04.2018 14:30 - 29.04.2018 14:45,10887,11682
29.04.2018 14:45 - 29.04.2018 15:00,10907,11614
29.04.2018 15:00 - 29.04.2018 15:15,10940,11589
29.04.2018 15:15 - 29.04.2018 15:30,10952,11582
29.04.2018 15:30 - 29.04.2018 15:45,10991,11603
29.04.2018 15:45 - 29.04.2018 16:00,11057,11621
29.04.2018 16:00 - 29.04.2018 16:15,11096,11726
29.04.2018 16:15 - 29.04.2018 16:30,11143,11803
29.04.2018 16:30 - 29.04.2018 16:45,11294,11916
29.04.2018 16:45 - 29.04.2018 17:00,11505,12130
29.04.2018 17:00 - 29.04.2018 17:15,11768,12377
29.04.2018 17:15 - 29.04.2018 17:30,11987,12524
29.04.2018 17:30 - 29.04.2018 17:45,12290,12712
29.04.2018 17:45 - 29.04.2018 18:00,12548,12831
29.04.2018 18:00 - 29.04.2018 18:15,12712,12833
29.04.2018 18:15 - 29.04.2018 18:30,12771,12784
29.04.2018 18:30 - 29.04.2018 18:45,12819,12718
29.04.2018 18:45 - 29.04.2018 19:00,12872,12729
29.04.2018 19:00 - 29.04.2018 19:15,12955,12646
29.04.2018 19:15 - 29.04.2018 19:30,13018,12600
29.04.2018 19:30 - 29.04.2018 19:45,13018,12547
29.04.2018 19:45 - 29.04.2018 20:00,13064,12584
29.04.2018 20:00 - 29.04.2018 20:15,13150,12500
29.04.2018 20:15 - 29.04.2018 20:30,13285,12485
29.04.2018 20:30 - 29.04.2018 20:45,13441,12476
29.04.2018 20:45 - 29.04.2018 21:00,13602,12459
